"","DB_identifier","Sec_identifier","GeneSymbol","Transcript_DB_identifier","Transcript_length","Organism name","log_FC","num_assign","log10_FC"
"32057","FBgn0263970","CR43724","CR43724","FBtr0345479",451,"Drosophila melanogaster",-0.638343597049181,15070,-0.192160570251845
"32058","FBgn0263976","CR43728","CR43728","FBtr0329959",458,"Drosophila melanogaster",0,15071,0
"32059","FBgn0263981","CR43730","CR43730","FBtr0343971",1433,"Drosophila melanogaster",0,15072,0
"32060","FBgn0263992","CR43735","CR43735","FBtr0330250",682,"Drosophila melanogaster",0,15073,0
"32061","FBgn0265017","CR43751","CR43751","FBtr0334810",3405,"Drosophila melanogaster",0,15074,0
"32062","FBgn0264083","CR43752","CR43752","FBtr0330691",509,"Drosophila melanogaster",0,15075,0
"32063","FBgn0264084","CR43753","CR43753","FBtr0330688",1219,"Drosophila melanogaster",0.264218398547674,15076,0.07953766336915
"32064","FBgn0264084","CR43753","CR43753","FBtr0330689",559,"Drosophila melanogaster",-0.860559539229348,15076,-0.259054234362809
"32065","FBgn0264084","CR43753","CR43753","FBtr0330690",1267,"Drosophila melanogaster",0.319936797068271,15076,0.0963105726342097
"32066","FBgn0264085","CR43754","CR43754","FBtr0330687",778,"Drosophila melanogaster",-0.294219111019318,15077,-0.0885687777144062
"32067","FBgn0264085","CR43754","CR43754","FBtr0335161",1130,"Drosophila melanogaster",0.244261601297039,15077,0.0735300687793243
"32068","FBgn0264261","CR43761","CR43761","FBtr0331272",1861,"Drosophila melanogaster",0,15078,0
"32069","FBgn0264261","CR43761","CR43761","FBtr0331273",1861,"Drosophila melanogaster",0,15078,0
"32070","FBgn0264262","CR43762","CR43762","FBtr0331274",1047,"Drosophila melanogaster",0,15079,0
"32071","FBgn0264263","CR43763","CR43763","FBtr0331275",428,"Drosophila melanogaster",0,15080,0
"32072","FBgn0264264","CR43764","CR43764","FBtr0332375",1897,"Drosophila melanogaster",0,15081,0
"32073","FBgn0264265","CR43765","CR43765","FBtr0331296",393,"Drosophila melanogaster",0,15082,0
"32074","FBgn0264266","CR43766","CR43766","FBtr0331283",447,"Drosophila melanogaster",0,15083,0
"32075","FBgn0264267","CR43767","CR43767","FBtr0331290",780,"Drosophila melanogaster",0,15084,0
"32076","FBgn0264268","CR43768","CR43768","FBtr0331291",794,"Drosophila melanogaster",0,15085,0
"32077","FBgn0264269","CR43769","CR43769","FBtr0331293",462,"Drosophila melanogaster",0,15086,0
"32078","FBgn0264271","CR43771","CR43771","FBtr0331391",649,"Drosophila melanogaster",0,15087,0
"32079","FBgn0264310","CR43785","CR43785","FBtr0331772",349,"Drosophila melanogaster",-0.154687562198058,15088,-0.0465655961777536
"32080","FBgn0264310","CR43785","CR43785","FBtr0331773",428,"Drosophila melanogaster",0.139696197993436,15088,0.042052745876239
"32081","FBgn0264327","CR43786","CR43786","FBtr0331959",871,"Drosophila melanogaster",0,15089,0
"32082","FBgn0264328","CR43787","CR43787","FBtr0331957",1952,"Drosophila melanogaster",0,15090,0
"32083","FBgn0264336","CR43792","CR43792","FBtr0331986",502,"Drosophila melanogaster",0,15091,0
"32084","FBgn0264337","CR43793","CR43793","FBtr0331988",400,"Drosophila melanogaster",0,15092,0
"32085","FBgn0264338","CR43794","CR43794","FBtr0331987",698,"Drosophila melanogaster",0,15093,0
"32086","FBgn0264345","CR43801","CR43801","FBtr0332010",546,"Drosophila melanogaster",0,15094,0
"32087","FBgn0264346","CR43802","CR43802","FBtr0332012",579,"Drosophila melanogaster",-0.126361210187866,15095,-0.0380385145549491
"32088","FBgn0264346","CR43802","CR43802","FBtr0332013",685,"Drosophila melanogaster",0.116179429670787,15095,0.0349734932100403
"32089","FBgn0264347","CR43803","CR43803","FBtr0332014",820,"Drosophila melanogaster",0,15096,0
"32090","FBgn0264348","CR43804","CR43804","FBtr0332018",524,"Drosophila melanogaster",0,15097,0
"32091","FBgn0264349","CR43805","CR43805","FBtr0332019",660,"Drosophila melanogaster",-0.842521776488798,15098,-0.253624326723233
"32092","FBgn0264349","CR43805","CR43805","FBtr0343683",1707,"Drosophila melanogaster",0.528403352293124,15098,0.159065258849632
"32093","FBgn0264350","CR43806","CR43806","FBtr0332026",410,"Drosophila melanogaster",-0.577907743187206,15099,-0.173967565425826
"32094","FBgn0264350","CR43806","CR43806","FBtr0346760",814,"Drosophila melanogaster",0.411497141573596,15099,0.12387298274364
"32095","FBgn0264351","CR43807","CR43807","FBtr0332028",875,"Drosophila melanogaster",0,15100,0
"32096","FBgn0264352","CR43808","CR43808","FBtr0332031",1157,"Drosophila melanogaster",-0.0155029972449388,15101,-0.00466686719342224
"32097","FBgn0264352","CR43808","CR43808","FBtr0332032",1182,"Drosophila melanogaster",0.0153381738251035,15101,0.00461725040006478
"32098","FBgn0264353","CR43809","CR43809","FBtr0332035",1650,"Drosophila melanogaster",0,15102,0
"32099","FBgn0264358","CR43810","CR43810","FBtr0332253",448,"Drosophila melanogaster",0,15103,0
"32100","FBgn0264359","CR43811","CR43811","FBtr0332254",586,"Drosophila melanogaster",0,15104,0
"32101","FBgn0264360","CR43812","CR43812","FBtr0332257",291,"Drosophila melanogaster",0,15105,0
"32102","FBgn0264365","CR43817","CR43817","FBtr0332208",626,"Drosophila melanogaster",0,15106,0
"32103","FBgn0264366","CR43818","CR43818","FBtr0332211",644,"Drosophila melanogaster",0,15107,0
"32104","FBgn0264367","CR43819","CR43819","FBtr0332224",470,"Drosophila melanogaster",-0.339016053180657,15108,-0.102054001018993
"32105","FBgn0264367","CR43819","CR43819","FBtr0346430",719,"Drosophila melanogaster",0.274314960693641,15108,0.0825770314281722
"32106","FBgn0264368","CR43820","CR43820","FBtr0332216",807,"Drosophila melanogaster",0,15109,0
"32107","FBgn0264369","CR43821","CR43821","FBtr0332217",490,"Drosophila melanogaster",0,15110,0
"32108","FBgn0264370","CR43822","CR43822","FBtr0332221",457,"Drosophila melanogaster",0,15111,0
"32109","FBgn0264371","CR43823","CR43823","FBtr0332223",1704,"Drosophila melanogaster",0,15112,0
"32110","FBgn0264372","CR43824","CR43824","FBtr0332226",1398,"Drosophila melanogaster",0,15113,0
"32111","FBgn0264373","CR43825","CR43825","FBtr0332227",509,"Drosophila melanogaster",0,15114,0
"32112","FBgn0264374","CR43826","CR43826","FBtr0332231",461,"Drosophila melanogaster",-0.114273064907922,15115,-0.0343996202337418
"32113","FBgn0264374","CR43826","CR43826","FBtr0343694",537,"Drosophila melanogaster",0.105882272648152,15115,0.0318737400761657
"32114","FBgn0264375","CR43827","CR43827","FBtr0332239",546,"Drosophila melanogaster",0.123130789963371,15116,0.0370660611687761
"32115","FBgn0264375","CR43827","CR43827","FBtr0332240",415,"Drosophila melanogaster",-0.272658824722194,15116,-0.0820784848238687
"32116","FBgn0264375","CR43827","CR43827","FBtr0332241",543,"Drosophila melanogaster",0.11518203684788,15116,0.034673248052886
"32117","FBgn0264376","CR43828","CR43828","FBtr0332238",2082,"Drosophila melanogaster",0,15117,0
"32118","FBgn0264378","CR43830","CR43830","FBtr0332258",540,"Drosophila melanogaster",0.0228897155197263,15118,0.00689049096365313
"32119","FBgn0264378","CR43830","CR43830","FBtr0339988",523,"Drosophila melanogaster",-0.0232587452841635,15118,-0.00700157999204132
"32120","FBgn0264379","CR43831","CR43831","FBtr0332269",350,"Drosophila melanogaster",0,15119,0
"32121","FBgn0264380","CR43832","CR43832","FBtr0332275",470,"Drosophila melanogaster",0,15120,0
"32122","FBgn0264381","CR43833","CR43833","FBtr0332276",313,"Drosophila melanogaster",0,15121,0
"32123","FBgn0264382","CR43834","CR43834","FBtr0332277",243,"Drosophila melanogaster",0,15122,0
"32124","FBgn0264383","CR43835","CR43835","FBtr0332278",759,"Drosophila melanogaster",0,15123,0
"32125","FBgn0264384","CR43836","CR43836","FBtr0332279",1369,"Drosophila melanogaster",0.230730025259366,15124,0.0694566585033769
"32126","FBgn0264384","CR43836","CR43836","FBtr0332280",991,"Drosophila melanogaster",-0.235435458812047,15124,-0.0708731351453378
"32127","FBgn0264384","CR43836","CR43836","FBtr0332281",1140,"Drosophila melanogaster",-0.0333585969464298,15124,-0.0100419382941404
"32128","FBgn0264385","CR43837","CR43837","FBtr0332282",1858,"Drosophila melanogaster",0.0085666354002143,15125,0.00257881421738171
"32129","FBgn0264385","CR43837","CR43837","FBtr0332283",1836,"Drosophila melanogaster",-0.00861780756863162,15125,-0.00259421857501785
"32130","FBgn0264390","CR43838","CR43838","FBtr0332284",994,"Drosophila melanogaster",0,15126,0
"32131","FBgn0264391","CR43839","CR43839","FBtr0332319",784,"Drosophila melanogaster",0,15127,0
"32132","FBgn0264392","CR43840","CR43840","FBtr0332359",737,"Drosophila melanogaster",0,15128,0
"32133","FBgn0264394","CR43842","CR43842","FBtr0332402",1866,"Drosophila melanogaster",0,15129,0
"32134","FBgn0264428","CR43846","CR43846","FBtr0332548",717,"Drosophila melanogaster",0,15130,0
"32135","FBgn0264429","CR43847","CR43847","FBtr0332549",931,"Drosophila melanogaster",0,15131,0
"32136","FBgn0264430","CR43848","CR43848","FBtr0332550",655,"Drosophila melanogaster",0,15132,0
"32137","FBgn0264431","CR43849","CR43849","FBtr0332551",644,"Drosophila melanogaster",0,15133,0
"32138","FBgn0264434","CR43852","CR43852","FBtr0332511",252,"Drosophila melanogaster",0,15134,0
"32139","FBgn0264435","CR43853","CR43853","FBtr0332515",987,"Drosophila melanogaster",0,15135,0
"32140","FBgn0264436","CR43854","CR43854","FBtr0332516",505,"Drosophila melanogaster",0,15136,0
"32141","FBgn0264437","CR43855","CR43855","FBtr0332517",345,"Drosophila melanogaster",-0.501762200302853,15137,-0.151045472981518
"32142","FBgn0264437","CR43855","CR43855","FBtr0332518",632,"Drosophila melanogaster",0.371565996208718,15137,0.111852510227593
"32143","FBgn0264438","CR43856","CR43856","FBtr0332519",853,"Drosophila melanogaster",0,15138,0
"32144","FBgn0264439","CR43857","CR43857","FBtr0332524",1305,"Drosophila melanogaster",0.221839770480853,15139,0.0667804251459496
"32145","FBgn0264439","CR43857","CR43857","FBtr0332525",933,"Drosophila melanogaster",-0.262261050124634,15139,-0.0789484427818499
"32146","FBgn0264440","CR43858","CR43858","FBtr0332532",418,"Drosophila melanogaster",0,15140,0
"32147","FBgn0264441","CR43859","CR43859","FBtr0332563",565,"Drosophila melanogaster",0,15141,0
"32148","FBgn0264444","CR43862","CR43862","FBtr0332567",667,"Drosophila melanogaster",0,15142,0
"32149","FBgn0264445","CR43863","CR43863","FBtr0332568",531,"Drosophila melanogaster",0,15143,0
"32150","FBgn0264446","CR43864","CR43864","FBtr0332584",1659,"Drosophila melanogaster",0.00610019953641761,15144,0.00183634303999769
"32151","FBgn0264446","CR43864","CR43864","FBtr0344829",1645,"Drosophila melanogaster",-0.00612610279684311,15144,-0.00184414069837002
"32152","FBgn0264447","CR43865","CR43865","FBtr0332596",1241,"Drosophila melanogaster",0,15145,0
"32153","FBgn0264448","CR43866","CR43866","FBtr0332601",1832,"Drosophila melanogaster",0,15146,0
"32154","FBgn0264460","CR43868","CR43868","FBtr0332780",546,"Drosophila melanogaster",0.241008099503794,15147,0.0725506671486116
"32155","FBgn0264460","CR43868","CR43868","FBtr0332781",378,"Drosophila melanogaster",-0.289506617194986,15147,-0.0871501757189002
"32156","FBgn0264462","CR43870","CR43870","FBtr0332783",604,"Drosophila melanogaster",0,15148,0
"32157","FBgn0264464","CR43872","CR43872","FBtr0332774",2827,"Drosophila melanogaster",0,15149,0
"32158","FBgn0264466","CR43874","CR43874","FBtr0332784",789,"Drosophila melanogaster",0,15150,0
"32159","FBgn0264467","CR43875","CR43875","FBtr0332776",798,"Drosophila melanogaster",0,15151,0
"32160","FBgn0264468","CR43876","CR43876","FBtr0332778",421,"Drosophila melanogaster",-0.196210282744174,15152,-0.0590651805637066
"32161","FBgn0264468","CR43876","CR43876","FBtr0332779",546,"Drosophila melanogaster",0.178870435109284,15152,0.0538453663053624
"32162","FBgn0264468","CR43876","CR43876","FBtr0344956",480,"Drosophila melanogaster",-0.00699611020205104,15152,-0.0021060390237877
"32163","FBgn0264469","CR43877","CR43877","FBtr0332793",514,"Drosophila melanogaster",0,15153,0
"32164","FBgn0264470","CR43878","CR43878","FBtr0332737",636,"Drosophila melanogaster",0,15154,0
"32165","FBgn0264471","CR43879","CR43879","FBtr0332739",476,"Drosophila melanogaster",0,15155,0
"32166","FBgn0264473","CR43881","CR43881","FBtr0332740",418,"Drosophila melanogaster",-0.193507675899864,15156,-0.0582516148370837
"32167","FBgn0264473","CR43881","CR43881","FBtr0332741",538,"Drosophila melanogaster",0.170595554575875,15156,0.0513543790542705
"32168","FBgn0264474","CR43882","CR43882","FBtr0332743",626,"Drosophila melanogaster",0,15157,0
"32169","FBgn0264475","CR43883","CR43883","FBtr0332751",754,"Drosophila melanogaster",0,15158,0
"32170","FBgn0264476","CR43884","CR43884","FBtr0332753",524,"Drosophila melanogaster",0,15159,0
"32171","FBgn0264479","CR43887","CR43887","FBtr0332763",527,"Drosophila melanogaster",0,15160,0
"32172","FBgn0264480","CR43888","CR43888","FBtr0332767",336,"Drosophila melanogaster",0,15161,0
"32173","FBgn0264481","CR43889","CR43889","FBtr0332770",785,"Drosophila melanogaster",0,15162,0
"32174","FBgn0264482","CR43890","CR43890","FBtr0344582",296,"Drosophila melanogaster",0,15163,0
"32175","FBgn0264483","CR43891","CR43891","FBtr0344761",449,"Drosophila melanogaster",0,15164,0
"32176","FBgn0264484","CR43892","CR43892","FBtr0332795",223,"Drosophila melanogaster",0.012997340528873,15165,0.00391258936305006
"32177","FBgn0264484","CR43892","CR43892","FBtr0332796",219,"Drosophila melanogaster",-0.0131154997902581,15165,-0.00394815884499211
"32178","FBgn0264485","CR43893","CR43893","FBtr0332794",1042,"Drosophila melanogaster",0,15166,0
"32179","FBgn0264496","CR43898","CR43898","FBtr0332854",1275,"Drosophila melanogaster",0,15167,0
"32180","FBgn0264500","CR43899","CR43899","FBtr0332903",381,"Drosophila melanogaster",0,15168,0
"32181","FBgn0264501","CR43900","CR43900","FBtr0332931",737,"Drosophila melanogaster",0,15169,0
"32182","FBgn0264504","CR43903","CR43903","FBtr0332937",683,"Drosophila melanogaster",0,15170,0
"32183","FBgn0264505","CR43904","CR43904","FBtr0344875",943,"Drosophila melanogaster",0,15171,0
"32184","FBgn0264506","CR43905","CR43905","FBtr0332951",1001,"Drosophila melanogaster",0,15172,0
"32185","FBgn0264507","CR43906","CR43906","FBtr0332991",2248,"Drosophila melanogaster",0,15173,0
"32186","FBgn0264508","CR43907","CR43907","FBtr0333069",500,"Drosophila melanogaster",0,15174,0
"32187","FBgn0264509","CR43908","CR43908","FBtr0333014",394,"Drosophila melanogaster",0,15175,0
"32188","FBgn0264510","CR43909","CR43909","FBtr0333104",1258,"Drosophila melanogaster",0,15176,0
"32189","FBgn0264511","CR43910","CR43910","FBtr0333110",530,"Drosophila melanogaster",0,15177,0
"32190","FBgn0264512","CR43911","CR43911","FBtr0333128",402,"Drosophila melanogaster",0,15178,0
"32191","FBgn0264513","CR43912","CR43912","FBtr0333130",516,"Drosophila melanogaster",-1.85115180922627,15179,-0.557252221104754
"32192","FBgn0264513","CR43912","CR43912","FBtr0346597",1122,"Drosophila melanogaster",-0.730522104040729,15179,-0.219909065811823
"32193","FBgn0264513","CR43912","CR43912","FBtr0347495",3947,"Drosophila melanogaster",1.08416173924358,15179,0.32636520366355
"32194","FBgn0264514","CR43913","CR43913","FBtr0333131",748,"Drosophila melanogaster",0.26033669827968,15180,0.0783691551543071
"32195","FBgn0264514","CR43913","CR43913","FBtr0333132",501,"Drosophila melanogaster",-0.317890968412749,15180,-0.0956947168429085
"32196","FBgn0264515","CR43914","CR43914","FBtr0344583",1321,"Drosophila melanogaster",0,15181,0
"32197","FBgn0264517","CR43916","CR43916","FBtr0333133",382,"Drosophila melanogaster",0,15182,0
"32198","FBgn0264518","CR43917","CR43917","FBtr0333143",262,"Drosophila melanogaster",0,15183,0
"32199","FBgn0264539","CR43918","CR43918","FBtr0333150",288,"Drosophila melanogaster",0,15184,0
"32200","FBgn0264547","CR43926","CR43926","FBtr0333246",757,"Drosophila melanogaster",0,15185,0
"32201","FBgn0264548","CR43927","CR43927","FBtr0333244",332,"Drosophila melanogaster",-0.311461095836293,15186,-0.0937591323290983
"32202","FBgn0264548","CR43927","CR43927","FBtr0344027",492,"Drosophila melanogaster",0.256013978156021,15186,0.0770678867342256
"32203","FBgn0264549","CR43928","CR43928","FBtr0333249",733,"Drosophila melanogaster",-0.429236886322586,15187,-0.129213178028509
"32204","FBgn0264549","CR43928","CR43928","FBtr0345782",1241,"Drosophila melanogaster",0.330381125673959,15187,0.0994546288290934
"32205","FBgn0264550","CR43929","CR43929","FBtr0333281",479,"Drosophila melanogaster",0,15188,0
"32206","FBgn0264551","CR43930","CR43930","FBtr0333282",486,"Drosophila melanogaster",0,15189,0
"32207","FBgn0264553","CR43932","CR43932","FBtr0333283",423,"Drosophila melanogaster",0,15190,0
"32208","FBgn0264554","CR43933","CR43933","FBtr0344642",658,"Drosophila melanogaster",-0.519934933865205,15191,-0.156516010886994
"32209","FBgn0264554","CR43933","CR43933","FBtr0344984",1229,"Drosophila melanogaster",0.381390492772216,15191,0.114809978385504
"32210","FBgn0264564","CR43936","CR43936","FBtr0344128",419,"Drosophila melanogaster",0.0243059065161333,15192,0.00731680693316061
"32211","FBgn0264564","CR43936","CR43936","FBtr0344129",405,"Drosophila melanogaster",-0.0247224294112307,15192,-0.00744219281846581
"32212","FBgn0264565","CR43937","CR43937","FBtr0333424",363,"Drosophila melanogaster",0,15193,0
"32213","FBgn0264567","CR43939","CR43939","FBtr0333457",751,"Drosophila melanogaster",0,15194,0
"32214","FBgn0264568","CR43940","CR43940","FBtr0333469",864,"Drosophila melanogaster",0,15195,0
"32215","FBgn0264569","CR43941","CR43941","FBtr0333471",1352,"Drosophila melanogaster",0,15196,0
"32216","FBgn0264570","CR43942","CR43942","FBtr0333470",904,"Drosophila melanogaster",0,15197,0
"32217","FBgn0264571","CR43943","CR43943","FBtr0333480",610,"Drosophila melanogaster",0,15198,0
"32218","FBgn0264572","CR43944","CR43944","FBtr0333481",1535,"Drosophila melanogaster",0,15199,0
"32219","FBgn0264573","CR43945","CR43945","FBtr0333483",383,"Drosophila melanogaster",0,15200,0
"32220","FBgn0264599","CR43948","CR43948","FBtr0333552",2589,"Drosophila melanogaster",0,15201,0
"32221","FBgn0264600","CR43949","CR43949","FBtr0344584",1098,"Drosophila melanogaster",0,15202,0
"32222","FBgn0264601","CR43950","CR43950","FBtr0344585",1153,"Drosophila melanogaster",0,15203,0
"32223","FBgn0264602","CR43951","CR43951","FBtr0333615",995,"Drosophila melanogaster",0,15204,0
"32224","FBgn0264603","CR43952","CR43952","FBtr0344586",426,"Drosophila melanogaster",0,15205,0
"32225","FBgn0264604","CR43953","CR43953","FBtr0333623",668,"Drosophila melanogaster",0,15206,0
"32226","FBgn0264616","CR43956","CR43956","FBtr0333703",201,"Drosophila melanogaster",0,15207,0
"32227","FBgn0264617","CR43957","CR43957","FBtr0333704",1070,"Drosophila melanogaster",0.181516373688064,15208,0.0546418731842597
"32228","FBgn0264617","CR43957","CR43957","FBtr0333705",817,"Drosophila melanogaster",-0.207686439454763,15208,-0.0625198479685345
"32229","FBgn0264618","CR43958","CR43958","FBtr0333707",745,"Drosophila melanogaster",0,15209,0
"32230","FBgn0264674","CR43959","CR43959","FBtr0333763",1087,"Drosophila melanogaster",0,15210,0
"32231","FBgn0264675","CR43960","CR43960","FBtr0333769",1405,"Drosophila melanogaster",-0.0943923702749547,15211,-0.0284149348145828
"32232","FBgn0264675","CR43960","CR43960","FBtr0333770",1595,"Drosophila melanogaster",0.0885939232689879,15211,0.0266694283375184
"32233","FBgn0264676","CR43961","CR43961","FBtr0344562",2811,"Drosophila melanogaster",0,15212,0
"32234","FBgn0264677","CR43962","CR43962","FBtr0333773",240,"Drosophila melanogaster",-0.19377174339668,15213,-0.0583311070745047
"32235","FBgn0264677","CR43962","CR43962","FBtr0345927",309,"Drosophila melanogaster",0.170800688899176,15213,0.051416130638724
"32236","FBgn0264678","CR43963","CR43963","FBtr0333774",448,"Drosophila melanogaster",-0.135159583281636,15214,-0.0406870887692161
"32237","FBgn0264678","CR43963","CR43963","FBtr0333775",536,"Drosophila melanogaster",0.123574685118532,15214,0.0371996869254101
"32238","FBgn0264679","CR43964","CR43964","FBtr0333776",1494,"Drosophila melanogaster",0,15215,0
"32239","FBgn0264697","CR43966","CR43966","FBtr0333868",312,"Drosophila melanogaster",0,15216,0
"32240","FBgn0264698","CR43967","CR43967","FBtr0333905",245,"Drosophila melanogaster",0,15217,0
"32241","FBgn0264700","CR43969","CR43969","FBtr0333900",706,"Drosophila melanogaster",0,15218,0
"32242","FBgn0264701","CR43970","CR43970","FBtr0333906",378,"Drosophila melanogaster",0,15219,0
"32243","FBgn0264702","CR43971","CR43971","FBtr0333936",840,"Drosophila melanogaster",0,15220,0
"32244","FBgn0264704","CR43973","CR43973","FBtr0333938",518,"Drosophila melanogaster",0,15221,0
"32245","FBgn0264705","CR43974","CR43974","FBtr0333950",853,"Drosophila melanogaster",0,15222,0
"32247","FBgn0264708","CR43977","CR43977","FBtr0333965",634,"Drosophila melanogaster",0,15223,0
"32248","FBgn0264709","CR43978","CR43978","FBtr0333968",952,"Drosophila melanogaster",0,15224,0
"32249","FBgn0264710","CR43979","CR43979","FBtr0333966",1712,"Drosophila melanogaster",0,15225,0
"32250","FBgn0264713","CR43981","CR43981","FBtr0334045",543,"Drosophila melanogaster",0,15226,0
"32251","FBgn0264715","CR43983","CR43983","FBtr0334050",1000,"Drosophila melanogaster",0,15227,0
"32252","FBgn0264716","CR43984","CR43984","FBtr0334049",300,"Drosophila melanogaster",0,15228,0
"32253","FBgn0264717","CR43985","CR43985","FBtr0334051",506,"Drosophila melanogaster",0,15229,0
"32254","FBgn0264719","CR43987","CR43987","FBtr0334058",601,"Drosophila melanogaster",0,15230,0
"32255","FBgn0264720","CR43988","CR43988","FBtr0334095",670,"Drosophila melanogaster",0,15231,0
"32256","FBgn0264721","CR43989","CR43989","FBtr0334097",953,"Drosophila melanogaster",0,15232,0
"32257","FBgn0264722","CR43990","CR43990","FBtr0334101",471,"Drosophila melanogaster",0,15233,0
"32258","FBgn0264723","CR43991","CR43991","FBtr0344637",539,"Drosophila melanogaster",0,15234,0
"32259","FBgn0264724","CR43992","CR43992","FBtr0334106",389,"Drosophila melanogaster",0,15235,0
"32260","FBgn0264726","CR43994","CR43994","FBtr0334107",353,"Drosophila melanogaster",0,15236,0
"32261","FBgn0264727","CR43995","CR43995","FBtr0334112",252,"Drosophila melanogaster",0,15237,0
"32263","FBgn0264786","CR44016","CR44016","FBtr0334321",885,"Drosophila melanogaster",0,15238,0
"32264","FBgn0264787","CR44017","CR44017","FBtr0334323",601,"Drosophila melanogaster",0,15239,0
"32265","FBgn0264788","CR44018","CR44018","FBtr0334324",6412,"Drosophila melanogaster",0,15240,0
"32266","FBgn0264789","CR44019","CR44019","FBtr0472591",300,"Drosophila melanogaster",-0.358021097465945,15241,-0.107775089417787
"32267","FBgn0264789","CR44019","CR44019","FBtr0472592",469,"Drosophila melanogaster",0.286604324553549,15241,0.0862764985776336
"32268","FBgn0264790","CR44020","CR44020","FBtr0334330",820,"Drosophila melanogaster",0,15242,0
"32269","FBgn0264791","CR44021","CR44021","FBtr0334338",454,"Drosophila melanogaster",0,15243,0
"32270","FBgn0264792","CR44022","CR44022","FBtr0334340",500,"Drosophila melanogaster",0,15244,0
"32271","FBgn0264793","CR44023","CR44023","FBtr0334476",1652,"Drosophila melanogaster",0,15245,0
"32272","FBgn0264794","CR44024","CR44024","FBtr0334481",2654,"Drosophila melanogaster",0,15246,0
"32273","FBgn0264818","CR44026","CR44026","FBtr0334466",301,"Drosophila melanogaster",0,15247,0
"32274","FBgn0264819","CR44027","CR44027","FBtr0334480",559,"Drosophila melanogaster",0,15248,0
"32276","FBgn0264821","CR44029","CR44029","FBtr0334490",1932,"Drosophila melanogaster",-0.919973657608724,15249,-0.276939666160931
"32277","FBgn0264821","CR44029","CR44029","FBtr0344970",5379,"Drosophila melanogaster",0.557269237145034,15249,0.16775475604144
"32278","FBgn0264822","CR44030","CR44030","FBtr0334620",750,"Drosophila melanogaster",0.196130071789707,15250,0.0590410346604315
"32279","FBgn0264822","CR44030","CR44030","FBtr0334621",461,"Drosophila melanogaster",-0.505993773164198,15250,-0.152319303341621
"32280","FBgn0264822","CR44030","CR44030","FBtr0344192",753,"Drosophila melanogaster",0.201889341078392,15250,0.060774747469432
"32281","FBgn0264823","CR44031","CR44031","FBtr0334623",670,"Drosophila melanogaster",-0.0298352295407618,15251,-0.00898129901928968
"32282","FBgn0264823","CR44031","CR44031","FBtr0334624",698,"Drosophila melanogaster",0.0292307113237555,15251,0.0087993209030448
"32283","FBgn0264824","CR44032","CR44032","FBtr0344588",774,"Drosophila melanogaster",0,15252,0
"32284","FBgn0264825","CR44033","CR44033","FBtr0334665",939,"Drosophila melanogaster",0,15253,0
"32285","FBgn0264826","CR44034","CR44034","FBtr0334679",721,"Drosophila melanogaster",0.106915203916511,15254,0.0321846833714012
"32286","FBgn0264826","CR44034","CR44034","FBtr0334680",618,"Drosophila melanogaster",-0.115477217419937,15254,-0.0347621062592118
"32287","FBgn0264827","CR44035","CR44035","FBtr0334683",1602,"Drosophila melanogaster",0,15255,0
"32288","FBgn0264828","CR44036","CR44036","FBtr0334690",851,"Drosophila melanogaster",0,15256,0
"32289","FBgn0264831","CR44039","CR44039","FBtr0334693",1383,"Drosophila melanogaster",0,15257,0
"32290","FBgn0264833","CR44041","CR44041","FBtr0334697",702,"Drosophila melanogaster",0,15258,0
"32291","FBgn0264834","CR44042","CR44042","FBtr0334738",1001,"Drosophila melanogaster",0,15259,0
"32292","FBgn0264835","CR44043","CR44043","FBtr0334737",2481,"Drosophila melanogaster",0,15260,0
"32293","FBgn0264837","CR44045","CR44045","FBtr0334704",302,"Drosophila melanogaster",0,15261,0
"32294","FBgn0264838","CR44046","CR44046","FBtr0334708",712,"Drosophila melanogaster",-0.300699601478335,15262,-0.0905195997291841
"32295","FBgn0264838","CR44046","CR44046","FBtr0334709",1042,"Drosophila melanogaster",0.248706529833774,15262,0.0748681255974648
"32296","FBgn0264839","CR44047","CR44047","FBtr0334721",531,"Drosophila melanogaster",0.00271950135359056,15263,0.000818651480679833
"32297","FBgn0264839","CR44047","CR44047","FBtr0334722",529,"Drosophila melanogaster",-0.00272463733653616,15263,-0.000820197565603475
"32298","FBgn0264840","CR44048","CR44048","FBtr0334726",980,"Drosophila melanogaster",0,15264,0
"32299","FBgn0264841","CR44049","CR44049","FBtr0334727",1848,"Drosophila melanogaster",0,15265,0
"32300","FBgn0264842","CR44050","CR44050","FBtr0334744",1155,"Drosophila melanogaster",0,15266,0
"32301","FBgn0264843","CR44051","CR44051","FBtr0334745",382,"Drosophila melanogaster",0,15267,0
"32302","FBgn0264844","CR44052","CR44052","FBtr0334771",650,"Drosophila melanogaster",0,15268,0
"32303","FBgn0264862","CR44053","CR44053","FBtr0334775",2749,"Drosophila melanogaster",0,15269,0
"32304","FBgn0264863","CR44054","CR44054","FBtr0334776",1520,"Drosophila melanogaster",0,15270,0
"32305","FBgn0264864","CR44055","CR44055","FBtr0334780",1006,"Drosophila melanogaster",0,15271,0
"32306","FBgn0264865","CR44056","CR44056","FBtr0334784",437,"Drosophila melanogaster",-0.103491878153175,15272,-0.0311541596317078
"32307","FBgn0264865","CR44056","CR44056","FBtr0334785",502,"Drosophila melanogaster",0.0965622062969977,15272,0.0290681205428895
"32308","FBgn0264866","CR44057","CR44057","FBtr0334786",552,"Drosophila melanogaster",0,15273,0
