"","x"
"FBgn0011227",331
"FBgn0036900",3059.33333333333
"FBgn0026619",1474.5
"FBgn0033773",1340
"FBgn0033769",1210
"FBgn0004623",1466
"FBgn0033766",5745.5
"FBgn0038135",3145
"FBgn0038136",3027.5
"FBgn0261673",1946.125
"FBgn0033376",3791
"FBgn0033761",1124
"FBgn0036899",2946.5
"FBgn0033378",691
"FBgn0022774",1501
"FBgn0036397",2301
"FBgn0038140",2752
"FBgn0033760",1973.5
"FBgn0036897",2217
"FBgn0261823",6222.75
"FBgn0028955",1477.5
"FBgn0036896",4212
"FBgn0027610",1514
"FBgn0033234",1981
"FBgn0260655",4220.5
"FBgn0038139",2764.5
"FBgn0036892",3734
"FBgn0010549",4455
"FBgn0033408",759
"FBgn0028473",2228.5
"FBgn0016078",1738.33333333333
"FBgn0041087",2089.5
"FBgn0033413",1548.5
"FBgn0020277",951.5
"FBgn0017558",2386.25
"FBgn0033757",2918.33333333333
"FBgn0031476",998
"FBgn0031478",1785
"FBgn0022764",8034.5
"FBgn0033754",711
"FBgn0041111",7070.55555555556
"FBgn0033751",1535
"FBgn0033749",2302.66666666667
"FBgn0033748",1932.5
"FBgn0005779",1327
"FBgn0023495",1434
"FBgn0045063",2881
"FBgn0260817",2221
"FBgn0012037",2038
"FBgn0033740",2256.5
"FBgn0033738",3777
"FBgn0033737",2048
"FBgn0036386",3002
"FBgn0033733",1832
"FBgn0033726",683
"FBgn0031520",1836.5
"FBgn0031526",973
"FBgn0033717",2098.5
"FBgn0031531",640
"FBgn0033713",3509.66666666667
"FBgn0266670",2885
"FBgn0021967",694.5
"FBgn0261560",711
"FBgn0031651",875
"FBgn0033708",2173
"FBgn0031546",2332.5
"FBgn0031548",2398
"FBgn0031550",1484
"FBgn0033702",1777.5
"FBgn0020377",2206
"FBgn0033699",653.5
"FBgn0033698",5896
"FBgn0033696",1989
"FBgn0033691",420
"FBgn0037676",2009.5
"FBgn0033690",1124
"FBgn0038145",1879.6
"FBgn0028940",1766
"FBgn0026376",4137.2
"FBgn0037679",1898.5
"FBgn0020906",866
"FBgn0031654",889
"FBgn0038144",1535
"FBgn0031653",827
"FBgn0031652",1347
"FBgn0000723",3447.83333333333
"FBgn0033688",7442
"FBgn0027504",3792
"FBgn0026176",877
"FBgn0015834",1177
"FBgn0013334",5038.4
"FBgn0262467",1041
"FBgn0010607",1073.33333333333
"FBgn0005386",7607.5
"FBgn0033679",1708
"FBgn0259985",1773.5
"FBgn0031661",1561
"FBgn0031663",769
"FBgn0031664",1952.25
"FBgn0001092",1410
"FBgn0004364",5422
"FBgn0010411",594.5
"FBgn0031886",1290
"FBgn0010213",949.5
"FBgn0038466",2364
"FBgn0034493",5102
"FBgn0030706",7204
"FBgn0025833",3406
"FBgn0014870",4116.33333333333
"FBgn0038465",2365.5
"FBgn0026136",912
"FBgn0030833",3971.5
"FBgn0030707",1939
"FBgn0030823",1630
"FBgn0027529",3527.25
"FBgn0002590",1016
"FBgn0002709",4936.5
"FBgn0030710",2575
"FBgn0038404",2302
"FBgn0038405",1423
"FBgn0030711",1063.5
"FBgn0034504",2451
"FBgn0003255",5386
"FBgn0030717",1454
"FBgn0000611",2636.5
"FBgn0065032",716.333333333333
"FBgn0001216",2440.66666666667
"FBgn0010226",1557.5
"FBgn0030720",2622
"FBgn0259896",2363.66666666667
"FBgn0030680",4350
"FBgn0030815",4356
"FBgn0010591",2045.5
"FBgn0250848",1872
"FBgn0030685",4222
"FBgn0030812",4573
"FBgn0034186",2978
"FBgn0030688",902
"FBgn0015008",1856
"FBgn0019890",4310.66666666667
"FBgn0015011",1874.5
"FBgn0030725",2006
"FBgn0030691",2559
"FBgn0035315",837.5
"FBgn0086350",2168
"FBgn0025809",1471
"FBgn0034181",2585.25
"FBgn0267728",1968
"FBgn0031745",2241.5
"FBgn0004839",4720
"FBgn0030092",925
"FBgn0033672",1430.5
"FBgn0030693",1438.4
"FBgn0011704",1593
"FBgn0015019",2087.25
"FBgn0001961",1699
"FBgn0033669",1153.6
"FBgn0026402",1349
"FBgn0002855",958
"FBgn0033663",1807
"FBgn0035331",3544
"FBgn0033658",716
"FBgn0004406",3679
"FBgn0033656",2020
"FBgn0004828",1642.25
"FBgn0033654",2963.5
"FBgn0035334",616
"FBgn0000615",2390
"FBgn0030695",1735.5
"FBgn0010516",1395.5
"FBgn0028920",1116
"FBgn0044020",671
"FBgn0034176",1547
"FBgn0034175",1464
"FBgn0050462",2065
"FBgn0033639",3035.14285714286
"FBgn0035336",2708
"FBgn0033638",5695.66666666667
"FBgn0086712",2033
"FBgn0036398",12698
"FBgn0028540",2102
"FBgn0027601",2925.25
"FBgn0034173",1253
"FBgn0000319",5703.42857142857
"FBgn0262513",567
"FBgn0028847",1372.5
"FBgn0000577",2628.5
"FBgn0031751",721.5
"FBgn0035318",1339
"FBgn0015381",3289.5
"FBgn0027093",2135
"FBgn0031747",1291.5
"FBgn0014868",1513
"FBgn0015872",1435.85714285714
"FBgn0002856",455
"FBgn0034542",2582.5
"FBgn0033631",1206.2
"FBgn0036389",3965.5
"FBgn0031746",552
"FBgn0030599",815
"FBgn0028546",1371.33333333333
"FBgn0014391",425
"FBgn0033629",1208
"FBgn0040931",433.5
"FBgn0021795",891
"FBgn0034499",1259
"FBgn0026076",2029
"FBgn0036394",749
"FBgn0001128",1899.66666666667
"FBgn0031752",4390.5
"FBgn0002914",2827
"FBgn0003980",630.5
"FBgn0003979",693
"FBgn0086265",1389.5
"FBgn0264389",1225
"FBgn0015075",2470
"FBgn0260938",8406.5
"FBgn0030608",2690.4
"FBgn0030096",1853
"FBgn0033607",2942
"FBgn0028500",4864
"FBgn0031757",1196
"FBgn0030610",521
"FBgn0030703",1470
"FBgn0033605",548
"FBgn0034106",3684
"FBgn0086519",421
"FBgn0030614",585
"FBgn0010423",696
"FBgn0011668",325
"FBgn0001942",1835.16666666667
"FBgn0033601",634
"FBgn0033600",744
"FBgn0001941",1720
"FBgn0033597",829
"FBgn0033593",450
"FBgn0030615",2288
"FBgn0035077",1165
"FBgn0033582",1021.25
"FBgn0030809",6573.33333333333
"FBgn0031759",6238.5
"FBgn0030805",1992
"FBgn0034497",1329.66666666667
"FBgn0030616",930.5
"FBgn0001089",2342
"FBgn0031760",2954
"FBgn0030617",4935
"FBgn0010315",2284.66666666667
"FBgn0004870",5329.5
"FBgn0031762",3316.33333333333
"FBgn0030802",709
"FBgn0031882",1827.75
"FBgn0030622",1040
"FBgn0025525",5147.5
"FBgn0030800",1707
"FBgn0030624",1269
"FBgn0031764",1228
"FBgn0024941",4136.5
"FBgn0031765",1821
"FBgn0030089",4786.11111111111
"FBgn0030628",2315
"FBgn0025742",2148.5
"FBgn0004429",615
"FBgn0031766",906
"FBgn0004427",480
"FBgn0035189",1212
"FBgn0004431",564
"FBgn0031675",2360.5
"FBgn0035187",2183
"FBgn0030629",1592
"FBgn0022023",1339
"FBgn0030793",1329
"FBgn0045073",1919
"FBgn0000052",4298.33333333333
"FBgn0283500",2346
"FBgn0035196",1083
"FBgn0035197",3072.5
"FBgn0029161",1524.2
"FBgn0030791",2099
"FBgn0035198",2560.33333333333
"FBgn0035199",1449.66666666667
"FBgn0031769",1977
"FBgn0031879",11651.1666666667
"FBgn0262937",2373
"FBgn0031771",1571.5
"FBgn0034496",2708
"FBgn0031773",2285
"FBgn0031774",1373.25
"FBgn0025682",1493
"FBgn0035203",1439
"FBgn0031775",870
"FBgn0000028",2824.76923076923
"FBgn0035207",3780
"FBgn0031777",767
"FBgn0010246",3465.25
"FBgn0003132",1892
"FBgn0266449",1461.66666666667
"FBgn0011361",701.333333333333
"FBgn0030634",2892.33333333333
"FBgn0010786",2556
"FBgn0029514",1245.5
"FBgn0035216",1952
"FBgn0035217",1647
"FBgn0030716",4284.33333333333
"FBgn0031738",3634.2
"FBgn0030718",1029.33333333333
"FBgn0035218",2273
"FBgn0031779",2030.5
"FBgn0030719",2516.14285714286
"FBgn0267487",2881.6
"FBgn0003114",616
"FBgn0035208",921
"FBgn0035206",1447
"FBgn0035194",692
"FBgn0031878",2082.8
"FBgn0004378",3871
"FBgn0035193",1187
"FBgn0005655",1033.5
"FBgn0035192",2974
"FBgn0040285",2508.66666666667
"FBgn0035056",1647
"FBgn0004391",6481
"FBgn0031876",1230
"FBgn0026433",3484
"FBgn0267977",2349
"FBgn0025720",1634
"FBgn0035181",1023
"FBgn0001108",4550
"FBgn0031873",840
"FBgn0003969",3755.16666666667
"FBgn0022710",7108
"FBgn0031872",3276
"FBgn0030724",1355.75
"FBgn0030655",2250.5
"FBgn0028397",4847.75
"FBgn0030659",1945
"FBgn0003435",5072.47619047619
"FBgn0030662",3720.5
"FBgn0031784",1290
"FBgn0003463",5060
"FBgn0031782",1663
"FBgn0036887",830.5
"FBgn0263200",1471.5
"FBgn0029173",2066.5
"FBgn0034560",1098
"FBgn0034558",947
"FBgn0036428",2555.66666666667
"FBgn0023407",6585.66666666667
"FBgn0030669",949
"FBgn0032929",2820
"FBgn0000239",3015.5
"FBgn0010100",2927.5
"FBgn0030670",1514.5
"FBgn0032925",2391
"FBgn0032924",2335
"FBgn0032923",1829.66666666667
"FBgn0032922",1028
"FBgn0032921",1007.5
"FBgn0086251",3203
"FBgn0032919",1669
"FBgn0028513",1684
"FBgn0040297",4737.33333333333
"FBgn0032916",1579
"FBgn0015776",2060.5
"FBgn0032913",1424
"FBgn0015777",2255.16666666667
"FBgn0005564",3013.66666666667
"FBgn0032530",751
"FBgn0032911",2656
"FBgn0032910",2198.25
"FBgn0032524",1335
"FBgn0038161",576
"FBgn0032908",4143
"FBgn0003983",491
"FBgn0032907",1357
"FBgn0032906",934
"FBgn0284243",1648.5
"FBgn0036882",4895
"FBgn0001114",3316.5
"FBgn0030672",2934.33333333333
"FBgn0032518",948.333333333333
"FBgn0036878",781
"FBgn0000454",1958
"FBgn0038183",999
"FBgn0032057",1979
"FBgn0260464",1117
"FBgn0032058",2129
"FBgn0036879",771
"FBgn0266711",615
"FBgn0032516",1023
"FBgn0034666",1115
"FBgn0036880",1677
"FBgn0032059",1133
"FBgn0038181",4093.4
"FBgn0260861",765
"FBgn0036881",4495.33333333333
"FBgn0036886",2156
"FBgn0032514",1972
"FBgn0034674",2690
"FBgn0032512",2311.5
"FBgn0032511",737
"FBgn0038180",2122
"FBgn0034681",823
"FBgn0004914",3262.6
"FBgn0036448",5961
"FBgn0038179",807
"FBgn0034566",2790
"FBgn0032061",1849.5
"FBgn0032878",2170
"FBgn0032879",2408.5
"FBgn0032880",2695.5
"FBgn0032881",1298
"FBgn0032882",1961
"FBgn0032883",3072
"FBgn0032884",1092
"FBgn0250785",2512.2
"FBgn0261394",973
"FBgn0032886",1550.5
"FBgn0036888",2384
"FBgn0032889",1405.58333333333
"FBgn0032891",2570
"FBgn0028986",1195
"FBgn0032895",1150
"FBgn0032897",657
"FBgn0032899",888
"FBgn0032901",4801.91666666667
"FBgn0266369",2930
"FBgn0034564",474
"FBgn0038173",1737
"FBgn0034572",2998
"FBgn0002937",2164
"FBgn0034576",712
"FBgn0024555",4431.33333333333
"FBgn0034579",682
"FBgn0037686",684
"FBgn0004511",4075
"FBgn0037688",1548.5
"FBgn0034580",1448
"FBgn0035089",633
"FBgn0003889",1841
"FBgn0030332",1035
"FBgn0037690",1727
"FBgn0037696",913
"FBgn0037697",1452.33333333333
"FBgn0003748",2929.57142857143
"FBgn0014380",1123
"FBgn0036890",2021.33333333333
"FBgn0002577",3405
"FBgn0036891",1693
"FBgn0267790",2288.5
"FBgn0038167",2432.11111111111
"FBgn0003205",1958
"FBgn0036893",1035
"FBgn0032507",1191
"FBgn0014023",905
"FBgn0000244",4048.33333333333
"FBgn0035094",2988
"FBgn0037705",4927
"FBgn0029094",1317
"FBgn0036446",4526
"FBgn0037708",1652
"FBgn0024833",1755
"FBgn0037064",2043
"FBgn0012034",2836
"FBgn0037063",1137.5
"FBgn0036895",3746
"FBgn0037710",1534
"FBgn0034588",2223
"FBgn0032506",4044.5
"FBgn0037714",681
"FBgn0086655",5957.75
"FBgn0015721",2509.5
"FBgn0037715",1070
"FBgn0030562",1156
"FBgn0002736",1103
"FBgn0034592",732
"FBgn0033086",884.666666666667
"FBgn0030569",3684
"FBgn0015778",3829.5
"FBgn0030574",3348
"FBgn0028406",2146
"FBgn0021872",2128.5
"FBgn0034438",3006
"FBgn0026582",1347
"FBgn0033092",1171.33333333333
"FBgn0027338",2483
"FBgn0037719",1485
"FBgn0036451",7501
"FBgn0032485",3184
"FBgn0037721",783
"FBgn0033096",1290
"FBgn0005585",1553.5
"FBgn0033097",1278
"FBgn0032484",2542
"FBgn0010482",5192.77777777778
"FBgn0261850",2797
"FBgn0037724",1177
"FBgn0033101",1303
"FBgn0034599",1081
"FBgn0000473",1674
"FBgn0003162",1720.66666666667
"FBgn0037730",1943.5
"FBgn0040674",712.5
"FBgn0265935",2742.57142857143
"FBgn0033110",2198
"FBgn0037734",3679
"FBgn0036875",1537.33333333333
"FBgn0003891",8825.5
"FBgn0036876",1489.5
"FBgn0036877",1652
"FBgn0265137",1631.90909090909
"FBgn0033112",1370.5
"FBgn0033113",1608
"FBgn0028988",1195
"FBgn0037765",900
"FBgn0037764",901
"FBgn0033115",1349
"FBgn0037760",4996.5
"FBgn0032066",3154
"FBgn0032067",2953
"FBgn0032068",3068.5
"FBgn0037758",3180
"FBgn0032069",3160
"FBgn0002868",514.5
"FBgn0037749",898.5
"FBgn0036874",2673
"FBgn0024330",1755.6
"FBgn0266720",1846
"FBgn0037742",1423
"FBgn0003886",1560
"FBgn0026755",1740
"FBgn0032072",920
"FBgn0002431",9080
"FBgn0034618",4941.33333333333
"FBgn0031791",910.5
"FBgn0265778",6068.25
"FBgn0037726",14518
"FBgn0031799",4500.5
"FBgn0032074",1087.33333333333
"FBgn0003334",3918
"FBgn0032075",1168.33333333333
"FBgn0031800",1578.5
"FBgn0031801",1514
"FBgn0031802",1722
"FBgn0031804",1148
"FBgn0031803",1515
"FBgn0030598",2524
"FBgn0030597",2045
"FBgn0031805",2309
"FBgn0043854",3910.5
"FBgn0031808",2154
"FBgn0030594",2661
"FBgn0032076",1714
"FBgn0030593",2167
"FBgn0030592",3099
"FBgn0032077",946.5
"FBgn0030590",3842.66666666667
"FBgn0030589",2034
"FBgn0032078",2059
"FBgn0030588",2265
"FBgn0030587",2191
"FBgn0263278",1918
"FBgn0032080",2556.5
"FBgn0031815",2126.5
"FBgn0031813",2355.75
"FBgn0031814",3472
"FBgn0031817",1295
"FBgn0003301",8628.28571428571
"FBgn0259749",2005
"FBgn0031818",1916
"FBgn0031820",5513
"FBgn0015010",1405.66666666667
"FBgn0086357",2073.5
"FBgn0020508",849
"FBgn0032083",2448
"FBgn0031821",1182.5
"FBgn0027496",1105
"FBgn0031824",1441
"FBgn0031822",483
"FBgn0031826",1298
"FBgn0011705",1491.33333333333
"FBgn0000308",1379
"FBgn0000320",3075.66666666667
"FBgn0032085",1362
"FBgn0013746",2143.75
"FBgn0000719",4226.16666666667
"FBgn0015316",1106
"FBgn0031081",3870.33333333333
"FBgn0032087",644
"FBgn0031085",1226
"FBgn0031086",981
"FBgn0031089",1629
"FBgn0032089",1184
"FBgn0031090",2541.5
"FBgn0031091",2312.33333333333
"FBgn0031092",1131
"FBgn0031094",1094
"FBgn0000084",1245.5
"FBgn0067861",1914
"FBgn0031093",1883
"FBgn0032090",1135
"FBgn0032101",951
"FBgn0038166",1226
"FBgn0038361",974
"FBgn0038360",1578
"FBgn0038168",3290
"FBgn0036426",651
"FBgn0038365",1270
"FBgn0023395",3066
"FBgn0031829",1470
"FBgn0031832",1752.66666666667
"FBgn0038371",1370
"FBgn0037578",1856
"FBgn0267383",660
"FBgn0040529",593.5
"FBgn0030789",1623
"FBgn0030787",1834
"FBgn0003129",2566
"FBgn0028487",2775.77777777778
"FBgn0037574",1643
"FBgn0003089",1685.83333333333
"FBgn0037569",1063
"FBgn0038214",550
"FBgn0265101",1085
"FBgn0036862",4179.75
"FBgn0265351",1225
"FBgn0038172",1613
"FBgn0001250",5718.5
"FBgn0038213",1128
"FBgn0037565",5501.5
"FBgn0036433",1022.66666666667
"FBgn0036857",2053
"FBgn0037561",1954
"FBgn0027563",1449
"FBgn0038377",1199
"FBgn0010173",2135
"FBgn0027528",3529.33333333333
"FBgn0023172",8206.2
"FBgn0037556",2675.5
"FBgn0038165",4351.5
"FBgn0037555",2291.33333333333
"FBgn0034182",1782.5
"FBgn0031483",1801
"FBgn0034183",1790
"FBgn0031485",820.5
"FBgn0034184",2682
"FBgn0017578",1035.33333333333
"FBgn0038211",1713
"FBgn0029939",6120
"FBgn0011582",5032.8
"FBgn0024250",3194
"FBgn0010258",1515
"FBgn0026630",2092
"FBgn0001138",3877
"FBgn0029950",2305.5
"FBgn0001404",3281.33333333333
"FBgn0015600",4394
"FBgn0031529",820.5
"FBgn0031516",3062
"FBgn0031515",2825
"FBgn0036680",2417
"FBgn0036856",1431
"FBgn0037550",860.5
"FBgn0003250",1349
"FBgn0036667",356
"FBgn0028380",2190.66666666667
"FBgn0030777",813
"FBgn0030775",934.5
"FBgn0036663",7420
"FBgn0030774",1263
"FBgn0030773",964
"FBgn0025582",1520
"FBgn0004556",2209
"FBgn0043578",623
"FBgn0039760",1568.5
"FBgn0037583",2146
"FBgn0030158",666
"FBgn0039765",528
"FBgn0030159",1171.5
"FBgn0030160",568.5
"FBgn0036654",1391
"FBgn0000414",8204.375
"FBgn0020306",9986
"FBgn0043577",678
"FBgn0039784",1752
"FBgn0259923",2705.57142857143
"FBgn0026399",1404
"FBgn0036659",2005
"FBgn0039787",2176
"FBgn0000152",2575
"FBgn0004108",3619.33333333333
"FBgn0036661",1363.66666666667
"FBgn0036662",1918
"FBgn0034628",2393.5
"FBgn0034629",2252
"FBgn0021768",1430
"FBgn0036666",1757
"FBgn0036668",5454
"FBgn0037601",2099
"FBgn0039789",2679
"FBgn0039783",1782
"FBgn0038209",945
"FBgn0030768",1729
"FBgn0026190",1882
"FBgn0037445",5165
"FBgn0039780",1737
"FBgn0036853",1101.33333333333
"FBgn0039759",1465.5
"FBgn0027657",1066
"FBgn0010803",1683
"FBgn0039758",1635
"FBgn0024326",3111
"FBgn0016797",4530.14285714286
"FBgn0037669",708
"FBgn0000447",1413.5
"FBgn0261791",457.5
"FBgn0039756",1733
"FBgn0000412",1714
"FBgn0260935",3347
"FBgn0039754",2228
"FBgn0263231",3490
"FBgn0020510",2350.66666666667
"FBgn0040075",1731
"FBgn0034614",1131
"FBgn0039747",3524
"FBgn0034617",1987
"FBgn0003165",6902.75
"FBgn0003060",709.5
"FBgn0038160",1164.33333333333
"FBgn0036259",2039
"FBgn0027570",2887.33333333333
"FBgn0011455",801
"FBgn0004049",4223.25
"FBgn0026620",3933.92307692308
"FBgn0037229",1502
"FBgn0261434",1567
"FBgn0037270",1301
"FBgn0086679",2991.66666666667
"FBgn0040466",903
"FBgn0037236",2132.5
"FBgn0037609",1021
"FBgn0026181",6216.5
"FBgn0037261",2009
"FBgn0027866",3153.5
"FBgn0030764",1499
"FBgn0261086",3114.33333333333
"FBgn0037231",2220
"FBgn0037230",2182
"FBgn0036228",962
"FBgn0030763",1406
"FBgn0030761",2433
"FBgn0001180",3259.5
"FBgn0037613",1393.33333333333
"FBgn0037232",3043
"FBgn0041711",1844
"FBgn0037620",1159
"FBgn0037234",2620.25
"FBgn0038149",1122
"FBgn0037621",1519
"FBgn0038146",2939
"FBgn0037623",3365.66666666667
"FBgn0015615",4020
"FBgn0037251",1025.5
"FBgn0037249",3832.5
"FBgn0030222",2914
"FBgn0030221",871
"FBgn0037248",4313.66666666667
"FBgn0034860",1370
"FBgn0038143",2509.57142857143
"FBgn0034861",983.75
"FBgn0267912",5465.25
"FBgn0026384",1140
"FBgn0037636",4542.75
"FBgn0034623",883
"FBgn0034783",1543
"FBgn0034784",1908.5
"FBgn0032474",1734.66666666667
"FBgn0086371",1235.5
"FBgn0034433",2190
"FBgn0037637",955
"FBgn0037635",1454
"FBgn0037633",2125
"FBgn0034627",1613
"FBgn0011826",4398
"FBgn0010470",1311
"FBgn0034803",953
"FBgn0034903",4340
"FBgn0010340",1068.5
"FBgn0086605",1552.33333333333
"FBgn0015949",3764.25
"FBgn0037242",1625.5
"FBgn0016641",5069
"FBgn0000326",1844
"FBgn0034844",2848
"FBgn0034646",1189
"FBgn0034846",1134
"FBgn0034490",1655.5
"FBgn0034649",2289.5
"FBgn0031420",3471.25
"FBgn0264672",1837.5
"FBgn0034842",1107
"FBgn0031422",1493
"FBgn0034837",1232
"FBgn0034822",422
"FBgn0003687",1387
"FBgn0034850",702
"FBgn0034821",1384
"FBgn0034819",388
"FBgn0027360",726.5
"FBgn0031444",1147
"FBgn0026395",1363
"FBgn0031437",927.5
"FBgn0034817",2230
"FBgn0031435",1493
"FBgn0011818",2752.75
"FBgn0000490",3586.5
"FBgn0031428",2893.5
"FBgn0031424",5688
"FBgn0003062",1318
"FBgn0041712",1751
"FBgn0034814",1460
"FBgn0034856",1341
"FBgn0010622",1130
"FBgn0031453",1666.75
"FBgn0034808",2043
"FBgn0034807",892.5
"FBgn0034829",2988
"FBgn0004643",2567
"FBgn0011742",2303.66666666667
"FBgn0030757",4336
"FBgn0030756",1628
"FBgn0040336",2045
"FBgn0264077",2449
"FBgn0285944",7019.85
"FBgn0000459",3157
"FBgn0030734",1442.5
"FBgn0038205",2683
"FBgn0030737",1308
"FBgn0030738",2861
"FBgn0004432",1227
"FBgn0030740",1763.5
"FBgn0038201",2056.5
"FBgn0030742",1645.5
"FBgn0038200",714
"FBgn0030743",835
"FBgn0038196",816
"FBgn0038191",3193
"FBgn0038190",1300
"FBgn0038189",1101
"FBgn0032472",434.5
"FBgn0038188",1110
"FBgn0008646",2122
"FBgn0262160",8252.25
"FBgn0028965",1366
"FBgn0032467",4558
"FBgn0039916",2931.33333333333
"FBgn0003415",10641
"FBgn0030500",2200
"FBgn0030512",4338.66666666667
"FBgn0030514",3113
"FBgn0029117",1055
"FBgn0034527",1937
"FBgn0261609",1359.5
"FBgn0030752",1540.5
"FBgn0035721",988.333333333333
"FBgn0003410",2932.33333333333
"FBgn0036671",1826
"FBgn0020257",3653
"FBgn0035726",1814
"FBgn0034534",638.5
"FBgn0031455",1251
"FBgn0031454",1251
"FBgn0031451",1434.5
"FBgn0031441",1144
"FBgn0031432",1796
"FBgn0031413",1686
"FBgn0030749",1869.28571428571
"FBgn0035382",1681.5
"FBgn0035380",1631
"FBgn0035379",1996
"FBgn0034435",2612.5
"FBgn0016675",730.5
"FBgn0035371",3020
"FBgn0030746",3796.66666666667
"FBgn0001215",1960.66666666667
"FBgn0010416",2132
"FBgn0016984",3300.33333333333
"FBgn0039589",2179
"FBgn0032781",1742
"FBgn0039591",2274
"FBgn0039593",1214
"FBgn0039594",3599
"FBgn0030744",1465.6
"FBgn0034553",1802
"FBgn0032782",1604
"FBgn0027655",11810.5
"FBgn0039273",1496
"FBgn0039597",1177.5
"FBgn0005411",1428.75
"FBgn0003346",2184.33333333333
"FBgn0017424",2386
"FBgn0040965",833
"FBgn0040569",402
"FBgn0030911",680
"FBgn0040554",3048.66666666667
"FBgn0011921",72
"FBgn0050009",1808
"FBgn0011987",87
"FBgn0050055",1422
"FBgn0050121",2299
"FBgn0011870",71
"FBgn0050155",72
"FBgn0050198",72
"FBgn0050199",72
"FBgn0050200",72
"FBgn0050201",82
"FBgn0050202",82
"FBgn0050206",72
"FBgn0011871",71
"FBgn0050208",72
"FBgn0050209",72
"FBgn0011872",71
"FBgn0050211",72
"FBgn0050212",73
"FBgn0011869",71
"FBgn0050215",74
"FBgn0050218",72
"FBgn0050220",72
"FBgn0050223",72
"FBgn0028981",82
"FBgn0050225",73
"FBgn0050227",72
"FBgn0011868",71
"FBgn0050229",82
"FBgn0050231",73
"FBgn0050232",72
"FBgn0011879",72
"FBgn0050234",82
"FBgn0050235",82
"FBgn0011867",71
"FBgn0050237",72
"FBgn0050238",72
"FBgn0050239",72
"FBgn0050240",72
"FBgn0050241",82
"FBgn0011882",74
"FBgn0011884",74
"FBgn0011885",74
"FBgn0050249",72
"FBgn0050250",72
"FBgn0050251",72
"FBgn0011878",72
"FBgn0050254",73
"FBgn0011915",73
"FBgn0050257",72
"FBgn0050267",1494
"FBgn0011906",83
"FBgn0050297",74
"FBgn0050298",74
"FBgn0050299",74
"FBgn0011892",73
"FBgn0011893",73
"FBgn0011894",73
"FBgn0011895",73
"FBgn0011958",73
"FBgn0011887",73
"FBgn0011880",74
"FBgn0011956",73
"FBgn0050316",73
"FBgn0011934",74
"FBgn0050326",73
"FBgn0050333",73
"FBgn0050406",72
"FBgn0050407",72
"FBgn0011850",72
"FBgn0050452",72
"FBgn0011848",72
"FBgn0050454",72
"FBgn0011849",72
"FBgn0050506",72
"FBgn0011896",73
"FBgn0011910",83
"FBgn0050509",74
"FBgn0011931",74
"FBgn0011932",74
"FBgn0011957",73
"FBgn0011938",74
"FBgn0011955",73
"FBgn0011890",73
"FBgn0011888",73
"FBgn0011889",73
"FBgn0011933",74
"FBgn0011935",74
"FBgn0011897",73
"FBgn0011883",74
"FBgn0051023",80
"FBgn0051044",3771
"FBgn0051070",72
"FBgn0051071",72
"FBgn0051084",482
"FBgn0051130",84
"FBgn0051143",83
"FBgn0051144",559
"FBgn0051162",82
"FBgn0051165",82
"FBgn0051166",82
"FBgn0051167",82
"FBgn0004187",164
"FBgn0011905",72
"FBgn0012003",73
"FBgn0051215",73
"FBgn0051228",72
"FBgn0051242",72
"FBgn0020546",2984
"FBgn0020556",1431
"FBgn0051282",74
"FBgn0011919",73
"FBgn0051331",73
"FBgn0051333",72
"FBgn0051334",72
"FBgn0004185",164
"FBgn0051356",72
"FBgn0004188",107
"FBgn0051382",72
"FBgn0051383",80
"FBgn0051386",2763
"FBgn0012028",73
"FBgn0011970",82
"FBgn0001234",8026.57142857143
"FBgn0051416",72
"FBgn0063298",1783.33333333333
"FBgn0012004",73
"FBgn0051432",72
"FBgn0012025",73
"FBgn0012026",73
"FBgn0012024",73
"FBgn0011966",73
"FBgn0051451",1313
"FBgn0051471",74
"FBgn0011971",82
"FBgn0051480",72
"FBgn0011904",73
"FBgn0026163",73
"FBgn0026164",73
"FBgn0026162",73
"FBgn0051491",72
"FBgn0051494",72
"FBgn0051497",74
"FBgn0012000",73
"FBgn0012001",73
"FBgn0051506",84
"FBgn0011999",73
"FBgn0051514",3175
"FBgn0051518",72
"FBgn0051526",632
"FBgn0004190",107
"FBgn0011845",72
"FBgn0012027",73
"FBgn0011960",73
"FBgn0011944",72
"FBgn0051568",73
"FBgn0051569",73
"FBgn0051570",73
"FBgn0011945",72
"FBgn0012002",73
"FBgn0051573",72
"FBgn0011840",73
"FBgn0051575",73
"FBgn0051576",73
"FBgn0051577",73
"FBgn0051578",72
"FBgn0051579",73
"FBgn0051580",73
"FBgn0011959",73
"FBgn0011961",73
"FBgn0051583",74
"FBgn0011963",73
"FBgn0011962",73
"FBgn0011858",73
"FBgn0012011",73
"FBgn0051588",73
"FBgn0011993",74
"FBgn0011994",74
"FBgn0051591",73
"FBgn0011998",73
"FBgn0011965",73
"FBgn0051602",72
"FBgn0051603",72
"FBgn0051604",72
"FBgn0003930",143
"FBgn0051631",73
"FBgn0051647",1515
"FBgn0003916",164
"FBgn0011859",71
"FBgn0051669",72
"FBgn0011985",82
"FBgn0051781",2278.66666666667
"FBgn0028889",84
"FBgn0028909",72
"FBgn0051840",378
"FBgn0051845",868
"FBgn0004191",192
"FBgn0003935",127
"FBgn0004192",192
"FBgn0025881",113
"FBgn0051885",74
"FBgn0051888",72
"FBgn0051889",72
"FBgn0051890",72
"FBgn0051892",72
"FBgn0051895",73
