FBgn0039596	CG10000	CG10000	FBtr0085315	2597	Drosophila melanogaster
FBgn0039417	CG6073	CG6073	FBtr0085003	1564	Drosophila melanogaster
FBgn0039417	CG6073	CG6073	FBtr0307342	1275	Drosophila melanogaster
FBgn0039486	CG6074	caix	FBtr0085133	1130	Drosophila melanogaster
FBgn0031688	CG6081	Cyp28d2	FBtr0079061	1673	Drosophila melanogaster
FBgn0036183	CG6083	CG6083	FBtr0076137	1308	Drosophila melanogaster
FBgn0086254	CG6084	CG6084	FBtr0076138	1353	Drosophila melanogaster
FBgn0086254	CG6084	CG6084	FBtr0076139	1135	Drosophila melanogaster
FBgn0086254	CG6084	CG6084	FBtr0331546	1172	Drosophila melanogaster
FBgn0086254	CG6084	CG6084	FBtr0331547	1316	Drosophila melanogaster
FBgn0039406	CG6090	RpL34a	FBtr0084972	606	Drosophila melanogaster
FBgn0039406	CG6090	RpL34a	FBtr0084973	621	Drosophila melanogaster
FBgn0039406	CG6090	RpL34a	FBtr0302369	603	Drosophila melanogaster
FBgn0036180	CG6091	Duba	FBtr0273304	2167	Drosophila melanogaster
FBgn0036180	CG6091	Duba	FBtr0273305	3276	Drosophila melanogaster
FBgn0036180	CG6091	Duba	FBtr0273306	3179	Drosophila melanogaster
FBgn0036180	CG6091	Duba	FBtr0301145	2890	Drosophila melanogaster
FBgn0028833	CG6092	Dak1	FBtr0084976	1202	Drosophila melanogaster
FBgn0000018	CG6093	abo	FBtr0080168	1794	Drosophila melanogaster
FBgn0032261	CG6094	CG6094	FBtr0080091	735	Drosophila melanogaster
FBgn0032261	CG6094	CG6094	FBtr0337004	889	Drosophila melanogaster
FBgn0266668	CG6095	Exo84	FBtr0084977	2243	Drosophila melanogaster
FBgn0266668	CG6095	Exo84	FBtr0084978	2246	Drosophila melanogaster
FBgn0002631	CG6096	E(spl)m5-HLH	FBtr0084979	882	Drosophila melanogaster
FBgn0003292	CG6097	rt	FBtr0076146	3268	Drosophila melanogaster
FBgn0010398	CG6098	Lrr47	FBtr0080092	1589	Drosophila melanogaster
FBgn0010398	CG6098	Lrr47	FBtr0331671	1874	Drosophila melanogaster
FBgn0002629	CG6099	E(spl)m4-BFM	FBtr0084980	759	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0074555	2198	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0074557	2072	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0112878	3518	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0112879	3380	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0308232	2102	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0310340	2138	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0310341	2049	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0346093	2091	Drosophila melanogaster
FBgn0265784	CG6103	CrebB	FBtr0446106	2150	Drosophila melanogaster
FBgn0002592	CG6104	E(spl)m2-BFM	FBtr0084981	957	Drosophila melanogaster
FBgn0010612	CG6105	ATPsynG	FBtr0080167	497	Drosophila melanogaster
FBgn0010612	CG6105	ATPsynG	FBtr0110872	477	Drosophila melanogaster
FBgn0010612	CG6105	ATPsynG	FBtr0305994	733	Drosophila melanogaster
FBgn0030914	CG6106	CG6106	FBtr0074553	1878	Drosophila melanogaster
FBgn0030914	CG6106	CG6106	FBtr0343296	2446	Drosophila melanogaster
FBgn0032264	CG6113	Lip4	FBtr0080093	1580	Drosophila melanogaster
FBgn0032264	CG6113	Lip4	FBtr0304119	1861	Drosophila melanogaster
FBgn0032264	CG6113	Lip4	FBtr0331672	1936	Drosophila melanogaster
FBgn0036544	CG6114	sff	FBtr0089527	6785	Drosophila melanogaster
FBgn0036544	CG6114	sff	FBtr0334070	6737	Drosophila melanogaster
FBgn0036544	CG6114	sff	FBtr0334071	6755	Drosophila melanogaster
FBgn0040985	CG6115	CG6115	FBtr0080959	727	Drosophila melanogaster
FBgn0040985	CG6115	CG6115	FBtr0345447	743	Drosophila melanogaster
FBgn0032499	CG6116	Uvrag	FBtr0080460	2520	Drosophila melanogaster
FBgn0032499	CG6116	Uvrag	FBtr0334865	2465	Drosophila melanogaster
FBgn0000489	CG6117	Pka-C3	FBtr0075528	2003	Drosophila melanogaster
FBgn0000489	CG6117	Pka-C3	FBtr0075529	2881	Drosophila melanogaster
FBgn0038339	CG6118	CG6118	FBtr0113239	4038	Drosophila melanogaster
FBgn0038339	CG6118	CG6118	FBtr0113240	4505	Drosophila melanogaster
FBgn0038339	CG6118	CG6118	FBtr0334631	4502	Drosophila melanogaster
FBgn0027865	CG6120	Tsp96F	FBtr0084912	2709	Drosophila melanogaster
FBgn0027865	CG6120	Tsp96F	FBtr0330163	2709	Drosophila melanogaster
FBgn0027865	CG6120	Tsp96F	FBtr0330164	3343	Drosophila melanogaster
FBgn0026080	CG6121	Tip60	FBtr0070668	2390	Drosophila melanogaster
FBgn0026080	CG6121	Tip60	FBtr0333185	2368	Drosophila melanogaster
FBgn0026080	CG6121	Tip60	FBtr0333186	1852	Drosophila melanogaster
FBgn0004872	CG6122	piwi	FBtr0080166	3073	Drosophila melanogaster
FBgn0004872	CG6122	piwi	FBtr0340227	2969	Drosophila melanogaster
FBgn0030913	CG6123	CG6123	FBtr0074578	4949	Drosophila melanogaster
FBgn0030913	CG6123	CG6123	FBtr0307553	6236	Drosophila melanogaster
FBgn0243514	CG6124	eater	FBtr0310079	3301	Drosophila melanogaster
FBgn0038337	CG6125	CG6125	FBtr0083105	2197	Drosophila melanogaster
FBgn0038337	CG6125	CG6125	FBtr0083106	2153	Drosophila melanogaster
FBgn0038337	CG6125	CG6125	FBtr0346109	2406	Drosophila melanogaster
FBgn0038407	CG6126	CG6126	FBtr0083278	2126	Drosophila melanogaster
FBgn0004197	CG6127	Ser	FBtr0085128	5559	Drosophila melanogaster
FBgn0004197	CG6127	Ser	FBtr0344121	5831	Drosophila melanogaster
FBgn0285958	CG6128	Fuca	FBtr0100588	1675	Drosophila melanogaster
FBgn0285958	CG6128	Fuca	FBtr0346860	3513	Drosophila melanogaster
FBgn0039152	CG6129	Root	FBtr0304161	6731	Drosophila melanogaster
FBgn0039152	CG6129	Root	FBtr0339244	7040	Drosophila melanogaster
FBgn0039152	CG6129	Root	FBtr0339245	7005	Drosophila melanogaster
FBgn0038334	CG6130	h-cup	FBtr0083107	1545	Drosophila melanogaster
FBgn0039480	CG6131	Cpr97Ea	FBtr0085136	1514	Drosophila melanogaster
FBgn0039480	CG6131	Cpr97Ea	FBtr0331703	1502	Drosophila melanogaster
FBgn0003378	CG6132	Sgs8	FBtr0076160	359	Drosophila melanogaster
FBgn0026079	CG6133	Nsun2	FBtr0070669	2444	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0085137	2128	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0085138	2050	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0085139	1909	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0085140	1969	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0085145	1831	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0085146	1882	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0112834	2118	Drosophila melanogaster
FBgn0003495	CG6134	spz	FBtr0114372	2058	Drosophila melanogaster
FBgn0038332	CG6136	CG6136	FBtr0303235	1398	Drosophila melanogaster
FBgn0038332	CG6136	CG6136	FBtr0303236	2177	Drosophila melanogaster
FBgn0038332	CG6136	CG6136	FBtr0332540	2071	Drosophila melanogaster
FBgn0000146	CG6137	aub	FBtr0080165	2825	Drosophila melanogaster
FBgn0000146	CG6137	aub	FBtr0112793	2808	Drosophila melanogaster
FBgn0032268	CG6138	CG6138	FBtr0080098	758	Drosophila melanogaster
FBgn0036162	CG6140	CG6140	FBtr0076177	1652	Drosophila melanogaster
FBgn0036162	CG6140	CG6140	FBtr0331828	1806	Drosophila melanogaster
FBgn0015756	CG6141	RpL9	FBtr0080163	761	Drosophila melanogaster
FBgn0015756	CG6141	RpL9	FBtr0080164	798	Drosophila melanogaster
FBgn0015756	CG6141	RpL9	FBtr0340226	807	Drosophila melanogaster
FBgn0039415	CG6142	CG6142	FBtr0084987	2161	Drosophila melanogaster
FBgn0004401	CG6143	Pep	FBtr0075198	2446	Drosophila melanogaster
FBgn0004401	CG6143	Pep	FBtr0075199	2792	Drosophila melanogaster
FBgn0004401	CG6143	Pep	FBtr0075200	2691	Drosophila melanogaster
FBgn0004401	CG6143	Pep	FBtr0304977	2626	Drosophila melanogaster
FBgn0032259	CG6144	CG6144	FBtr0100565	1705	Drosophila melanogaster
FBgn0032259	CG6144	CG6144	FBtr0304137	1553	Drosophila melanogaster
FBgn0033853	CG6145	CG6145	FBtr0087685	2213	Drosophila melanogaster
FBgn0033853	CG6145	CG6145	FBtr0087686	2260	Drosophila melanogaster
FBgn0033853	CG6145	CG6145	FBtr0087687	1826	Drosophila melanogaster
FBgn0033853	CG6145	CG6145	FBtr0300192	1843	Drosophila melanogaster
FBgn0033853	CG6145	CG6145	FBtr0300193	1989	Drosophila melanogaster
FBgn0004924	CG6146	Top1	FBtr0074005	4265	Drosophila melanogaster
FBgn0004924	CG6146	Top1	FBtr0074006	2378	Drosophila melanogaster
FBgn0004924	CG6146	Top1	FBtr0100294	5325	Drosophila melanogaster
FBgn0004924	CG6146	Top1	FBtr0308699	4600	Drosophila melanogaster
FBgn0004924	CG6146	Top1	FBtr0340434	3942	Drosophila melanogaster
FBgn0026317	CG6147	Tsc1	FBtr0084546	3896	Drosophila melanogaster
FBgn0016693	CG6148	Past1	FBtr0082654	1866	Drosophila melanogaster
FBgn0016693	CG6148	Past1	FBtr0082655	2679	Drosophila melanogaster
FBgn0036158	CG6149	CG6149	FBtr0300274	782	Drosophila melanogaster
FBgn0261722	CG6151	fwe	FBtr0075541	3020	Drosophila melanogaster
FBgn0261722	CG6151	fwe	FBtr0075542	1342	Drosophila melanogaster
FBgn0261722	CG6151	fwe	FBtr0075543	2364	Drosophila melanogaster
FBgn0032445	CG6153	CG6153	FBtr0080394	774	Drosophila melanogaster
FBgn0032445	CG6153	CG6153	FBtr0340541	821	Drosophila melanogaster
FBgn0039420	CG6154	CG6154	FBtr0300398	1547	Drosophila melanogaster
FBgn0039420	CG6154	CG6154	FBtr0300399	3875	Drosophila melanogaster
FBgn0014877	CG6155	Roe1	FBtr0087675	1065	Drosophila melanogaster
FBgn0015926	CG6157	dah	FBtr0074007	2353	Drosophila melanogaster
FBgn0015926	CG6157	dah	FBtr0330404	2344	Drosophila melanogaster
FBgn0266673	CG6159	Sec10	FBtr0084547	2380	Drosophila melanogaster
FBgn0036155	CG6163	CG6163	FBtr0076181	2020	Drosophila melanogaster
FBgn0036155	CG6163	CG6163	FBtr0333387	1607	Drosophila melanogaster
FBgn0039154	CG6164	Npc2f	FBtr0084548	712	Drosophila melanogaster
FBgn0032447	CG6167	PICK1	FBtr0080395	1694	Drosophila melanogaster
FBgn0032447	CG6167	PICK1	FBtr0080396	1932	Drosophila melanogaster
FBgn0032447	CG6167	PICK1	FBtr0340542	1639	Drosophila melanogaster
FBgn0032447	CG6167	PICK1	FBtr0340543	1913	Drosophila melanogaster
FBgn0032447	CG6167	PICK1	FBtr0340544	1865	Drosophila melanogaster
FBgn0036154	CG6168	CG6168	FBtr0076182	1058	Drosophila melanogaster
FBgn0036154	CG6168	CG6168	FBtr0345692	2078	Drosophila melanogaster
FBgn0036534	CG6169	DCP2	FBtr0075538	3665	Drosophila melanogaster
FBgn0036534	CG6169	DCP2	FBtr0075539	2850	Drosophila melanogaster
FBgn0036534	CG6169	DCP2	FBtr0100528	2690	Drosophila melanogaster
FBgn0036534	CG6169	DCP2	FBtr0304975	5934	Drosophila melanogaster
FBgn0026428	CG6170	HDAC6	FBtr0074008	4483	Drosophila melanogaster
FBgn0026428	CG6170	HDAC6	FBtr0074009	4241	Drosophila melanogaster
FBgn0026428	CG6170	HDAC6	FBtr0074010	3848	Drosophila melanogaster
FBgn0026428	CG6170	HDAC6	FBtr0301774	3451	Drosophila melanogaster
FBgn0026428	CG6170	HDAC6	FBtr0307383	3817	Drosophila melanogaster
FBgn0026428	CG6170	HDAC6	FBtr0307384	3272	Drosophila melanogaster
FBgn0026428	CG6170	HDAC6	FBtr0330405	4483	Drosophila melanogaster
FBgn0026737	CG6171	CG6171	FBtr0083113	1001	Drosophila melanogaster
FBgn0026737	CG6171	CG6171	FBtr0112926	947	Drosophila melanogaster
FBgn0261930	CG6172	vnd	FBtr0070110	3033	Drosophila melanogaster
FBgn0261930	CG6172	vnd	FBtr0110929	3412	Drosophila melanogaster
FBgn0039155	CG6173	Kal1	FBtr0084549	1993	Drosophila melanogaster
FBgn0011745	CG6174	Arp1	FBtr0082652	1469	Drosophila melanogaster
FBgn0036152	CG6175	CG6175	FBtr0076183	2792	Drosophila melanogaster
FBgn0036152	CG6175	CG6175	FBtr0333388	3923	Drosophila melanogaster
FBgn0036152	CG6175	CG6175	FBtr0333389	3956	Drosophila melanogaster
FBgn0026431	CG6176	Grip75	FBtr0080033	2141	Drosophila melanogaster
FBgn0026634	CG6177	ldlCp	FBtr0083114	3015	Drosophila melanogaster
FBgn0039156	CG6178	CG6178	FBtr0084550	2008	Drosophila melanogaster
FBgn0030915	CG6179	CG6179	FBtr0074558	1276	Drosophila melanogaster
FBgn0032453	CG6180	CG6180	FBtr0080398	1020	Drosophila melanogaster
FBgn0283682	CG6181	Ge-1	FBtr0080231	4646	Drosophila melanogaster
FBgn0283682	CG6181	Ge-1	FBtr0080232	4932	Drosophila melanogaster
FBgn0039158	CG6182	CG6182	FBtr0084551	1373	Drosophila melanogaster
FBgn0038725	CG6184	CG6184	FBtr0083801	3356	Drosophila melanogaster
FBgn0038725	CG6184	CG6184	FBtr0345270	3380	Drosophila melanogaster
FBgn0038725	CG6184	CG6184	FBtr0345271	3548	Drosophila melanogaster
FBgn0036150	CG6185	Ir68a	FBtr0076185	2443	Drosophila melanogaster
FBgn0036150	CG6185	Ir68a	FBtr0345037	2440	Drosophila melanogaster
FBgn0022355	CG6186	Tsf1	FBtr0074559	2017	Drosophila melanogaster
FBgn0022355	CG6186	Tsf1	FBtr0346625	2854	Drosophila melanogaster
FBgn0032256	CG6187	RluA-2	FBtr0080032	2013	Drosophila melanogaster
FBgn0032256	CG6187	RluA-2	FBtr0304133	2001	Drosophila melanogaster
FBgn0032256	CG6187	RluA-2	FBtr0337002	1880	Drosophila melanogaster
FBgn0032256	CG6187	RluA-2	FBtr0337003	1988	Drosophila melanogaster
FBgn0038074	CG6188	Gnmt	FBtr0082651	990	Drosophila melanogaster
FBgn0001341	CG6189	l(1)1Bi	FBtr0070119	3680	Drosophila melanogaster
FBgn0061469	CG6190	Ube3a	FBtr0076186	3674	Drosophila melanogaster
FBgn0027581	CG6191	CG6191	FBtr0087678	3439	Drosophila melanogaster
FBgn0027581	CG6191	CG6191	FBtr0330617	3745	Drosophila melanogaster
FBgn0027581	CG6191	CG6191	FBtr0330618	3439	Drosophila melanogaster
FBgn0032341	CG6192	Reps	FBtr0080230	4820	Drosophila melanogaster
FBgn0032341	CG6192	Reps	FBtr0306139	4733	Drosophila melanogaster
FBgn0026598	CG6193	Apc2	FBtr0084552	3538	Drosophila melanogaster
FBgn0026598	CG6193	Apc2	FBtr0445404	3979	Drosophila melanogaster
FBgn0026598	CG6193	Apc2	FBtr0445405	4039	Drosophila melanogaster
FBgn0038325	CG6194	Atg4b	FBtr0083115	2665	Drosophila melanogaster
FBgn0038723	CG6195	CG6195	FBtr0083803	1250	Drosophila melanogaster
FBgn0266722	CG6196	Trs33	FBtr0083116	583	Drosophila melanogaster
FBgn0033859	CG6197	fand	FBtr0087623	2793	Drosophila melanogaster
FBgn0029503	CG6198	CHORD	FBtr0084554	1241	Drosophila melanogaster
FBgn0036147	CG6199	Plod	FBtr0076187	2630	Drosophila melanogaster
FBgn0036147	CG6199	Plod	FBtr0076188	2544	Drosophila melanogaster
FBgn0032343	CG6201	CG6201	FBtr0080229	2308	Drosophila melanogaster
FBgn0019925	CG6202	Surf4	FBtr0083117	1641	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0082196	2266	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0082197	3381	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0082198	4426	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0082199	2967	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0082200	3920	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0301386	3773	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0308123	4426	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0335048	2266	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0335049	3752	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0347104	2985	Drosophila melanogaster
FBgn0028734	CG6203	Fmr1	FBtr0347105	2896	Drosophila melanogaster
FBgn0039165	CG6204	CG6204	FBtr0084555	2810	Drosophila melanogaster
FBgn0004957	CG6205	por	FBtr0074577	2331	Drosophila melanogaster
FBgn0004957	CG6205	por	FBtr0310487	1848	Drosophila melanogaster
FBgn0004957	CG6205	por	FBtr0333247	2257	Drosophila melanogaster
FBgn0027611	CG6206	LManII	FBtr0080030	3499	Drosophila melanogaster
FBgn0027611	CG6206	LManII	FBtr0080031	3499	Drosophila melanogaster
FBgn0036144	CG6207	GlcAT-P	FBtr0076189	3755	Drosophila melanogaster
FBgn0036144	CG6207	GlcAT-P	FBtr0076190	3427	Drosophila melanogaster
FBgn0036144	CG6207	GlcAT-P	FBtr0100422	3266	Drosophila melanogaster
FBgn0036144	CG6207	GlcAT-P	FBtr0306254	3654	Drosophila melanogaster
FBgn0036144	CG6207	GlcAT-P	FBtr0306255	3161	Drosophila melanogaster
FBgn0266721	CG6208	gammaSnap2	FBtr0082195	1002	Drosophila melanogaster
FBgn0033862	CG6209	CG6209	FBtr0087651	2104	Drosophila melanogaster
FBgn0036141	CG6210	wls	FBtr0076218	2574	Drosophila melanogaster
FBgn0036141	CG6210	wls	FBtr0076219	2478	Drosophila melanogaster
FBgn0283536	CG6213	Vha13	FBtr0083804	703	Drosophila melanogaster
FBgn0283536	CG6213	Vha13	FBtr0346100	943	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090013	5444	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090014	5436	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090015	5555	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090016	5437	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090017	5437	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090018	5437	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090019	5555	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090020	5437	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090021	5440	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090022	5555	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090023	5555	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090024	5437	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090025	5555	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090026	5555	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090027	5558	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090028	5555	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0090029	5437	Drosophila melanogaster
FBgn0032456	CG6214	MRP	FBtr0347485	5042	Drosophila melanogaster
FBgn0015025	CG6215	CkIIalpha-i1	FBtr0075504	1585	Drosophila melanogaster
FBgn0036139	CG6216	CG6216	FBtr0076221	1073	Drosophila melanogaster
FBgn0001321	CG6217	knk	FBtr0082194	2674	Drosophila melanogaster
FBgn0038321	CG6218	CG6218	FBtr0083119	2091	Drosophila melanogaster
FBgn0038321	CG6218	CG6218	FBtr0334590	1400	Drosophila melanogaster
FBgn0026257	CG6219	cav	FBtr0084556	1776	Drosophila melanogaster
FBgn0026257	CG6219	cav	FBtr0084557	1649	Drosophila melanogaster
FBgn0026257	CG6219	cav	FBtr0084558	1520	Drosophila melanogaster
FBgn0026257	CG6219	cav	FBtr0084559	1226	Drosophila melanogaster
FBgn0033865	CG6220	CG6220	FBtr0087650	1427	Drosophila melanogaster
FBgn0003575	CG6222	su(sable)	FBtr0070120	4901	Drosophila melanogaster
FBgn0003575	CG6222	su(sable)	FBtr0340081	4889	Drosophila melanogaster
FBgn0003575	CG6222	su(sable)	FBtr0340082	4657	Drosophila melanogaster
FBgn0008635	CG6223	betaCOP	FBtr0074576	3203	Drosophila melanogaster
FBgn0040230	CG6224	dbo	FBtr0075505	3650	Drosophila melanogaster
FBgn0040230	CG6224	dbo	FBtr0332133	3186	Drosophila melanogaster
FBgn0038072	CG6225	CG6225	FBtr0082649	2726	Drosophila melanogaster
FBgn0038072	CG6225	CG6225	FBtr0113225	2952	Drosophila melanogaster
FBgn0013269	CG6226	FK506-bp1	FBtr0083120	1299	Drosophila melanogaster
FBgn0030631	CG6227	CG6227	FBtr0074011	4251	Drosophila melanogaster
FBgn0027582	CG6230	CG6230	FBtr0080228	4327	Drosophila melanogaster
FBgn0038720	CG6231	CG6231	FBtr0083807	2954	Drosophila melanogaster
FBgn0038720	CG6231	CG6231	FBtr0083808	2884	Drosophila melanogaster
FBgn0038720	CG6231	CG6231	FBtr0083809	2804	Drosophila melanogaster
FBgn0038720	CG6231	CG6231	FBtr0083810	3096	Drosophila melanogaster
FBgn0038720	CG6231	CG6231	FBtr0334923	2720	Drosophila melanogaster
FBgn0038720	CG6231	CG6231	FBtr0334924	2730	Drosophila melanogaster
FBgn0032252	CG6232	loh	FBtr0080029	3097	Drosophila melanogaster
FBgn0032252	CG6232	loh	FBtr0304134	2131	Drosophila melanogaster
FBgn0032252	CG6232	loh	FBtr0337001	3285	Drosophila melanogaster
FBgn0036136	CG6233	Ufd1-like	FBtr0076223	1194	Drosophila melanogaster
FBgn0038071	CG6234	Dtg	FBtr0082648	2464	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082186	2520	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082187	3664	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082188	2896	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082189	3086	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082190	3819	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082191	2242	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082192	2400	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0082193	2300	Drosophila melanogaster
FBgn0004889	CG6235	tws	FBtr0345177	3856	Drosophila melanogaster
FBgn0038318	CG6236	CG6236	FBtr0083121	2389	Drosophila melanogaster
FBgn0038318	CG6236	CG6236	FBtr0083122	2416	Drosophila melanogaster
FBgn0029157	CG6238	ssh	FBtr0084799	4780	Drosophila melanogaster
FBgn0029157	CG6238	ssh	FBtr0084800	4254	Drosophila melanogaster
FBgn0029157	CG6238	ssh	FBtr0301612	4186	Drosophila melanogaster
FBgn0029157	CG6238	ssh	FBtr0301613	4419	Drosophila melanogaster
FBgn0038714	CG6240	Cpr92A	FBtr0083811	1120	Drosophila melanogaster
FBgn0037792	CG6241	TAF1B	FBtr0082185	2941	Drosophila melanogaster
FBgn0037792	CG6241	TAF1B	FBtr0333824	3046	Drosophila melanogaster
FBgn0037792	CG6241	TAF1B	FBtr0333825	3399	Drosophila melanogaster
FBgn0036531	CG6244	CG6244	FBtr0075502	509	Drosophila melanogaster
FBgn0032346	CG6249	Csl4	FBtr0080226	940	Drosophila melanogaster
FBgn0034118	CG6251	Nup62	FBtr0087150	1452	Drosophila melanogaster
FBgn0034118	CG6251	Nup62	FBtr0340060	1345	Drosophila melanogaster
FBgn0017579	CG6253	RpL14	FBtr0076633	619	Drosophila melanogaster
FBgn0037794	CG6254	CG6254	FBtr0082184	2006	Drosophila melanogaster
FBgn0038708	CG6255	CG6255	FBtr0083769	1188	Drosophila melanogaster
FBgn0028700	CG6258	RfC38	FBtr0080225	1276	Drosophila melanogaster
FBgn0028700	CG6258	RfC38	FBtr0344786	1604	Drosophila melanogaster
FBgn0036740	CG6259	Vps60	FBtr0075201	980	Drosophila melanogaster
FBgn0036740	CG6259	Vps60	FBtr0333123	1100	Drosophila melanogaster
FBgn0034121	CG6262	CG6262	FBtr0087151	3417	Drosophila melanogaster
FBgn0034121	CG6262	CG6262	FBtr0087152	3398	Drosophila melanogaster
FBgn0034121	CG6262	CG6262	FBtr0087153	1899	Drosophila melanogaster
FBgn0040238	CG6264	Best1	FBtr0082183	2885	Drosophila melanogaster
FBgn0040238	CG6264	Best1	FBtr0114590	3269	Drosophila melanogaster
FBgn0040238	CG6264	Best1	FBtr0306023	3074	Drosophila melanogaster
FBgn0040238	CG6264	Best1	FBtr0337020	2930	Drosophila melanogaster
FBgn0039478	CG6265	Nep5	FBtr0113296	3525	Drosophila melanogaster
FBgn0039478	CG6265	Nep5	FBtr0331704	3366	Drosophila melanogaster
FBgn0039478	CG6265	Nep5	FBtr0331705	3470	Drosophila melanogaster
FBgn0039478	CG6265	Nep5	FBtr0346156	3946	Drosophila melanogaster
FBgn0024184	CG6269	unc-4	FBtr0340626	2866	Drosophila melanogaster
FBgn0024184	CG6269	unc-4	FBtr0340627	2995	Drosophila melanogaster
FBgn0024184	CG6269	unc-4	FBtr0340628	2870	Drosophila melanogaster
FBgn0039476	CG6271	CG6271	FBtr0085149	1072	Drosophila melanogaster
FBgn0036126	CG6272	Irbp18	FBtr0076234	543	Drosophila melanogaster
FBgn0036126	CG6272	Irbp18	FBtr0332706	614	Drosophila melanogaster
FBgn0038316	CG6276	CG6276	FBtr0083123	1806	Drosophila melanogaster
FBgn0039475	CG6277	CG6277	FBtr0085150	1085	Drosophila melanogaster
FBgn0036125	CG6279	Iyd	FBtr0076235	2532	Drosophila melanogaster
FBgn0036125	CG6279	Iyd	FBtr0301365	1036	Drosophila melanogaster
FBgn0033866	CG6280	CG6280	FBtr0087628	3706	Drosophila melanogaster
FBgn0025879	CG6281	Timp	FBtr0082245	1591	Drosophila melanogaster
FBgn0035914	CG6282	CG6282	FBtr0076636	3303	Drosophila melanogaster
FBgn0035914	CG6282	CG6282	FBtr0076637	3611	Drosophila melanogaster
FBgn0035914	CG6282	CG6282	FBtr0300194	3499	Drosophila melanogaster
FBgn0035914	CG6282	CG6282	FBtr0330165	3303	Drosophila melanogaster
FBgn0039474	CG6283	CG6283	FBtr0085151	1083	Drosophila melanogaster
FBgn0037802	CG6284	Sirt6	FBtr0305358	1114	Drosophila melanogaster
FBgn0032350	CG6287	CG6287	FBtr0080222	1284	Drosophila melanogaster
FBgn0036970	CG6289	Spn77Bc	FBtr0078172	1440	Drosophila melanogaster
FBgn0036970	CG6289	Spn77Bc	FBtr0331816	1430	Drosophila melanogaster
FBgn0030921	CG6290	CG6290	FBtr0074563	744	Drosophila melanogaster
FBgn0026150	CG6291	ApepP	FBtr0080956	2066	Drosophila melanogaster
FBgn0026150	CG6291	ApepP	FBtr0304931	2190	Drosophila melanogaster
FBgn0025455	CG6292	CycT	FBtr0075205	4305	Drosophila melanogaster
FBgn0025455	CG6292	CycT	FBtr0075206	3267	Drosophila melanogaster
FBgn0025455	CG6292	CycT	FBtr0333124	5810	Drosophila melanogaster
